filename,width,height,class,xmin,ymin,xmax,ymax,centerx,centery,b-width,b-height
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\037.Acadian_Flycatcher/Acadian_Flycatcher_0073_795628.jpg,500,500,037.Acadian_Flycatcher,144,24,370,477,257,250,226,453
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\037.Acadian_Flycatcher/Acadian_Flycatcher_0040_795629.jpg,400,287,037.Acadian_Flycatcher,143,69,298,219,220,144,155,150
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\037.Acadian_Flycatcher/Acadian_Flycatcher_0024_29173.jpg,500,415,037.Acadian_Flycatcher,234,170,453,374,343,272,219,204
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0028_29696.jpg,500,333,038.Great_Crested_Flycatcher,47,66,401,301,224,183,354,235
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0004_29701.jpg,500,301,038.Great_Crested_Flycatcher,221,125,338,233,279,179,117,108
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0108_29712.jpg,500,497,038.Great_Crested_Flycatcher,167,133,352,439,259,286,185,306
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0084_29716.jpg,500,396,038.Great_Crested_Flycatcher,152,79,364,329,258,204,212,250
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0040_29447.jpg,500,405,038.Great_Crested_Flycatcher,63,50,437,352,250,201,374,302
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0038_29533.jpg,500,333,038.Great_Crested_Flycatcher,145,103,468,293,306,198,323,190
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0087_29252.jpg,386,500,038.Great_Crested_Flycatcher,74,100,347,472,210,286,273,372
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0012_29264.jpg,464,500,038.Great_Crested_Flycatcher,72,24,448,483,260,253,376,459
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0119_29778.jpg,500,376,038.Great_Crested_Flycatcher,173,65,405,331,289,198,232,266
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0050_29786.jpg,334,500,038.Great_Crested_Flycatcher,51,129,276,379,163,254,225,250
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0070_29455.jpg,362,500,038.Great_Crested_Flycatcher,127,128,251,459,189,293,124,331
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0007_29280.jpg,500,498,038.Great_Crested_Flycatcher,68,42,422,476,245,259,354,434
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0105_29456.jpg,425,500,038.Great_Crested_Flycatcher,105,117,284,382,194,249,179,265
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0019_29801.jpg,499,500,038.Great_Crested_Flycatcher,49,38,398,448,223,243,349,410
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0124_29294.jpg,500,356,038.Great_Crested_Flycatcher,112,121,486,286,299,203,374,165
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0061_29807.jpg,313,500,038.Great_Crested_Flycatcher,72,82,231,466,151,274,159,384
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0132_29300.jpg,500,333,038.Great_Crested_Flycatcher,94,40,450,317,272,178,356,277
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0139_29302.jpg,500,377,038.Great_Crested_Flycatcher,184,111,318,302,251,206,134,191
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0099_29305.jpg,500,374,038.Great_Crested_Flycatcher,16,46,472,328,244,187,456,282
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0031_29825.jpg,500,334,038.Great_Crested_Flycatcher,203,109,399,247,301,178,196,138
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0133_29314.jpg,498,500,038.Great_Crested_Flycatcher,132,79,389,397,260,238,257,318
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0009_29831.jpg,500,494,038.Great_Crested_Flycatcher,193,188,387,351,290,269,194,163
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0131_29329.jpg,500,357,038.Great_Crested_Flycatcher,109,90,232,266,170,178,123,176
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0073_29330.jpg,422,500,038.Great_Crested_Flycatcher,121,110,361,392,241,251,240,282
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0067_29384.jpg,500,352,038.Great_Crested_Flycatcher,155,52,316,244,235,148,161,192
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0006_29362.jpg,500,333,038.Great_Crested_Flycatcher,124,118,303,331,213,224,179,213
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0085_29812.jpg,399,500,038.Great_Crested_Flycatcher,125,115,278,351,201,233,153,236
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0120_29472.jpg,500,479,038.Great_Crested_Flycatcher,221,186,377,431,299,308,156,245
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0049_29474.jpg,466,500,038.Great_Crested_Flycatcher,30,106,390,396,210,251,360,290
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0010_29396.jpg,338,500,038.Great_Crested_Flycatcher,53,78,227,352,140,215,174,274
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0097_29398.jpg,367,500,038.Great_Crested_Flycatcher,109,101,310,360,209,230,201,259
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0016_29406.jpg,500,461,038.Great_Crested_Flycatcher,154,110,353,289,253,199,199,179
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0068_29416.jpg,458,500,038.Great_Crested_Flycatcher,90,62,368,449,229,255,278,387
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0021_29929.jpg,500,354,038.Great_Crested_Flycatcher,146,35,301,336,223,185,155,301
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0042_29438.jpg,500,402,038.Great_Crested_Flycatcher,107,130,257,338,182,234,150,208
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0082_29445.jpg,500,333,038.Great_Crested_Flycatcher,166,100,483,286,324,193,317,186
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0033_29959.jpg,500,333,038.Great_Crested_Flycatcher,88,85,434,279,261,182,346,194
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0023_29481.jpg,390,500,038.Great_Crested_Flycatcher,21,215,276,406,148,310,255,191
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0044_29995.jpg,500,375,038.Great_Crested_Flycatcher,213,47,428,313,320,180,215,266
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0066_29488.jpg,500,375,038.Great_Crested_Flycatcher,265,113,380,344,322,228,115,231
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0136_29490.jpg,377,500,038.Great_Crested_Flycatcher,39,27,368,475,203,251,329,448
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0013_29496.jpg,403,500,038.Great_Crested_Flycatcher,19,57,356,488,187,272,337,431
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0107_29501.jpg,440,500,038.Great_Crested_Flycatcher,70,92,370,484,220,288,300,392
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0063_29507.jpg,500,333,038.Great_Crested_Flycatcher,272,138,404,268,338,203,132,130
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0024_29516.jpg,334,500,038.Great_Crested_Flycatcher,76,115,288,405,182,260,212,290
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0086_29518.jpg,400,500,038.Great_Crested_Flycatcher,85,81,287,406,186,243,202,325
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0041_29521.jpg,486,500,038.Great_Crested_Flycatcher,12,89,377,407,194,248,365,318
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0058_29523.jpg,377,500,038.Great_Crested_Flycatcher,34,43,363,490,198,266,329,447
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0051_29530.jpg,500,454,038.Great_Crested_Flycatcher,37,44,317,415,177,229,280,371
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0027_29532.jpg,333,500,038.Great_Crested_Flycatcher,35,99,258,444,146,271,223,345
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0111_29543.jpg,402,500,038.Great_Crested_Flycatcher,147,93,307,395,227,244,160,302
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0064_29546.jpg,500,324,038.Great_Crested_Flycatcher,182,80,364,231,273,155,182,151
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0074_29553.jpg,357,500,038.Great_Crested_Flycatcher,78,14,338,499,208,256,260,485
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0092_29583.jpg,419,500,038.Great_Crested_Flycatcher,161,62,282,447,221,254,121,385
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0048_29586.jpg,457,500,038.Great_Crested_Flycatcher,137,97,267,337,202,217,130,240
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0089_29592.jpg,500,375,038.Great_Crested_Flycatcher,115,100,308,345,211,222,193,245
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0125_29593.jpg,355,500,038.Great_Crested_Flycatcher,44,81,326,445,185,263,282,364
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0069_29603.jpg,500,500,038.Great_Crested_Flycatcher,38,108,404,382,221,245,366,274
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0030_29645.jpg,472,372,038.Great_Crested_Flycatcher,55,93,332,289,193,191,277,196
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0036_29693.jpg,500,423,038.Great_Crested_Flycatcher,35,11,385,419,210,215,350,408
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0036_30213.jpg,400,500,039.Least_Flycatcher,54,84,245,340,149,212,191,256
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0060_30214.jpg,375,500,039.Least_Flycatcher,66,65,303,415,184,240,237,350
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0001_30221.jpg,393,500,039.Least_Flycatcher,103,45,348,470,225,257,245,425
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0011_30222.jpg,400,500,039.Least_Flycatcher,86,129,258,323,172,226,172,194
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0024_30230.jpg,410,500,039.Least_Flycatcher,93,105,327,406,210,255,234,301
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0096_30233.jpg,333,500,039.Least_Flycatcher,122,114,267,438,194,276,145,324
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0013_30240.jpg,379,500,039.Least_Flycatcher,30,123,285,469,157,296,255,346
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0079_30256.jpg,500,423,039.Least_Flycatcher,193,71,388,377,290,224,195,306
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0006_30262.jpg,500,497,039.Least_Flycatcher,184,109,307,388,245,248,123,279
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0034_30151.jpg,500,394,039.Least_Flycatcher,171,122,319,349,245,235,148,227
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0095_30277.jpg,500,315,039.Least_Flycatcher,37,118,209,269,123,193,172,151
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0015_30280.jpg,354,500,039.Least_Flycatcher,62,67,321,449,191,258,259,382
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0057_30282.jpg,399,500,039.Least_Flycatcher,111,139,301,448,206,293,190,309
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0077_30296.jpg,417,500,039.Least_Flycatcher,130,73,346,442,238,257,216,369
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0009_30303.jpg,391,500,039.Least_Flycatcher,141,163,253,409,197,286,112,246
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0092_30154.jpg,333,500,039.Least_Flycatcher,97,143,202,373,149,258,105,230
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0046_30316.jpg,420,280,039.Least_Flycatcher,161,54,262,254,211,154,101,200
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0085_30318.jpg,500,423,039.Least_Flycatcher,248,47,408,364,328,205,160,317
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0052_30321.jpg,500,470,039.Least_Flycatcher,206,147,321,322,263,234,115,175
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0064_30328.jpg,500,395,039.Least_Flycatcher,151,98,427,319,289,208,276,221
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0100_30338.jpg,500,462,039.Least_Flycatcher,140,65,463,461,301,263,323,396
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0007_30339.jpg,500,419,039.Least_Flycatcher,145,107,354,368,249,237,209,261
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0044_30349.jpg,500,458,039.Least_Flycatcher,169,93,336,410,252,251,167,317
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0023_30352.jpg,500,456,039.Least_Flycatcher,158,129,305,428,231,278,147,299
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0021_30355.jpg,500,498,039.Least_Flycatcher,195,110,358,463,276,286,163,353
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0065_30357.jpg,500,357,039.Least_Flycatcher,113,85,260,311,186,198,147,226
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0019_30358.jpg,329,500,039.Least_Flycatcher,7,8,282,492,144,250,275,484
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0049_30361.jpg,500,333,039.Least_Flycatcher,152,91,452,279,302,185,300,188
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0029_30362.jpg,500,375,039.Least_Flycatcher,184,96,316,330,250,213,132,234
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0040_30366.jpg,500,470,039.Least_Flycatcher,134,111,320,334,227,222,186,223
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0076_30117.jpg,500,334,039.Least_Flycatcher,136,58,341,263,238,160,205,205
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0097_30122.jpg,500,334,039.Least_Flycatcher,179,51,308,280,243,165,129,229
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0087_30123.jpg,500,400,039.Least_Flycatcher,165,145,334,257,249,201,169,112
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0081_30380.jpg,500,357,039.Least_Flycatcher,172,86,333,294,252,190,161,208
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0038_30127.jpg,500,338,039.Least_Flycatcher,70,35,413,307,241,171,343,272
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0062_30131.jpg,388,500,039.Least_Flycatcher,93,136,324,481,208,308,231,345
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0047_30393.jpg,375,500,039.Least_Flycatcher,72,54,294,467,183,260,222,413
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0004_30140.jpg,500,459,039.Least_Flycatcher,69,27,483,445,276,236,414,418
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0067_30397.jpg,500,358,039.Least_Flycatcher,102,94,323,314,212,204,221,220
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0005_30142.jpg,500,361,039.Least_Flycatcher,69,94,368,339,218,216,299,245
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0058_30143.jpg,333,500,039.Least_Flycatcher,4,113,154,270,79,191,150,157
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0032_30146.jpg,401,500,039.Least_Flycatcher,125,101,316,388,220,244,191,287
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0070_30147.jpg,500,357,039.Least_Flycatcher,154,52,297,347,225,199,143,295
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0010_30149.jpg,500,428,039.Least_Flycatcher,221,68,420,357,320,212,199,289
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0059_30152.jpg,401,500,039.Least_Flycatcher,101,95,294,427,197,261,193,332
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0082_30132.jpg,500,400,039.Least_Flycatcher,57,85,392,398,224,241,335,313
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0061_30429.jpg,487,500,039.Least_Flycatcher,132,94,262,365,197,229,130,271
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0045_30174.jpg,500,375,039.Least_Flycatcher,198,35,318,284,258,159,120,249
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0026_30434.jpg,500,363,039.Least_Flycatcher,136,108,314,291,225,199,178,183
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0093_30435.jpg,500,496,039.Least_Flycatcher,100,86,242,435,171,260,142,349
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0075_30441.jpg,500,444,039.Least_Flycatcher,132,115,361,352,246,233,229,237
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0050_30189.jpg,397,500,039.Least_Flycatcher,124,151,336,460,230,305,212,309
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0063_30190.jpg,500,499,039.Least_Flycatcher,161,197,311,351,236,274,150,154
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0033_30449.jpg,483,500,039.Least_Flycatcher,95,153,351,378,223,265,256,225
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0054_30450.jpg,500,375,039.Least_Flycatcher,108,65,433,357,270,211,325,292
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0099_30200.jpg,500,357,039.Least_Flycatcher,16,80,233,339,124,209,217,259
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0080_30457.jpg,500,350,039.Least_Flycatcher,147,73,334,329,240,201,187,256
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0017_30460.jpg,500,277,039.Least_Flycatcher,218,129,497,269,357,199,279,140
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\039.Least_Flycatcher/Least_Flycatcher_0018_30462.jpg,400,500,039.Least_Flycatcher,98,176,289,320,193,248,191,144
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0041_30470.jpg,396,478,040.Olive_sided_Flycatcher,78,69,383,472,230,270,305,403
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0054_30732.jpg,500,375,040.Olive_sided_Flycatcher,179,32,349,316,264,174,170,284
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0064_30485.jpg,432,473,040.Olive_sided_Flycatcher,91,88,301,368,196,228,210,280
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0025_30486.jpg,487,500,040.Olive_sided_Flycatcher,223,56,439,365,331,210,216,309
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0070_30490.jpg,403,500,040.Olive_sided_Flycatcher,114,86,377,462,245,274,263,376
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0077_30492.jpg,329,500,040.Olive_sided_Flycatcher,112,128,218,381,165,254,106,253
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0067_30749.jpg,375,500,040.Olive_sided_Flycatcher,129,88,230,225,179,156,101,137
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0078_30752.jpg,374,500,040.Olive_sided_Flycatcher,111,66,214,284,162,175,103,218
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0031_30502.jpg,375,500,040.Olive_sided_Flycatcher,25,117,335,390,180,253,310,273
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0080_30515.jpg,399,500,040.Olive_sided_Flycatcher,122,85,272,461,197,273,150,376
